"method","coverage","length","KS_lo","KS_up","type","exprid"
"quantRF",0.3262,0.10572,0.0797780642591475,0.0482938542459818,"Naive",3
"quantRF",0.3082,0.08964,0.0976812550619431,0.0953235144134146,"Naive",3
"quantRF",0.3134,0.1058,0.0924693323486803,0.0970673272660513,"Naive",3
"quantRF",0.3196,0.1032,0.212645885017797,0.147371373098911,"Naive",3
"quantRF",0.3278,0.11316,0.183311017776788,0.0700618241561909,"Naive",3
"quantRF",0.3132,0.1032,0.0526172810514007,0.135941524311488,"Naive",3
"quantRF",0.3088,0.10044,0.0918887453916882,0.0943753733767024,"Naive",3
"quantRF",0.3252,0.1192,0.153665826865376,0.124269496504805,"Naive",3
"quantRF",0.3076,0.08392,0.0858896445765446,0.137353483631104,"Naive",3
"quantRF",0.3282,0.11292,0.138604257463226,0.0803518840351012,"Naive",3
"quantRF",0.323,0.10932,0.0527273673168307,0.214683750806245,"Naive",3
"quantRF",0.3196,0.11004,0.100419647771051,0.177139515685195,"Naive",3
"quantRF",0.3132,0.1038,0.177509781436959,0.0989275851554078,"Naive",3
"quantRF",0.3154,0.0914,0.0392364616386172,0.0464851292191546,"Naive",3
"quantRF",0.3176,0.09884,0.087085402592881,0.147870686159443,"Naive",3
"quantRF",0.3234,0.10284,0.128895064157212,0.0470508995125364,"Naive",3
"quantRF",0.317,0.10572,0.191993763475808,0.0726447635839207,"Naive",3
"quantRF",0.3154,0.10556,0.0619870588695414,0.187517762548942,"Naive",3
"quantRF",0.3172,0.10112,0.0978958754972433,0.0898038942005723,"Naive",3
"quantRF",0.3208,0.1104,0.103046178298098,0.0434345634016862,"Naive",3
"quantRF",0.3176,0.10192,0.0231200897867564,0.091547418630752,"Naive",3
"quantRF",0.322,0.1024,0.0535577802159974,0.0318258155182533,"Naive",3
"quantRF",0.3224,0.10296,0.0810003814688472,0.0684112234172473,"Naive",3
"quantRF",0.323,0.11472,0.124637032038803,0.101759416026981,"Naive",3
"quantRF",0.3334,0.1154,0.0488262400214499,0.06218660461515,"Naive",3
"quantRF",0.313,0.09388,0.12498256581916,0.0409546000257069,"Naive",3
"quantRF",0.3202,0.10588,0.080115805420894,0.0594374019425827,"Naive",3
"quantRF",0.3122,0.09548,0.0676464778159694,0.087878348895298,"Naive",3
"quantRF",0.3188,0.09292,0.0504829086937461,0.103653931531947,"Naive",3
"quantRF",0.321,0.10624,0.0467586899669201,0.117899513327214,"Naive",3
"quantRF",0.3124,0.09672,0.0706651377131838,0.037727356671348,"Naive",3
"quantRF",0.3182,0.11168,0.055493670045823,0.110085678586715,"Naive",3
"quantRF",0.3352,0.11552,0.216321508066995,0.10391580866957,"Naive",3
"quantRF",0.3138,0.0936,0.171015712682379,0.187079124579125,"Naive",3
"quantRF",0.298,0.09332,0.0696836778084304,0.0601796283844407,"Naive",3
"quantRF",0.3164,0.09964,0.04823670706409,0.313374822578884,"Naive",3
"quantRF",0.3248,0.10844,0.0370415048531524,0.0681489305920479,"Naive",3
"quantRF",0.3302,0.11464,0.0358866661621384,0.0438420939038987,"Naive",3
"quantRF",0.3178,0.10196,0.186266552888919,0.124319924111077,"Naive",3
"quantRF",0.3266,0.11376,0.0540002023484813,0.0542844537864288,"Naive",3
"quantRF",0.317,0.09668,0.297584623353026,0.084975113629754,"Naive",3
"quantRF",0.3042,0.10088,0.223318380043479,0.0441449387255477,"Naive",3
"quantRF",0.3096,0.09288,0.250054887603909,0.147740963442111,"Naive",3
"quantRF",0.3158,0.11364,0.160639325057273,0.134291941320495,"Naive",3
"quantRF",0.3148,0.10036,0.0426358622674333,0.258646898271062,"Naive",3
"quantRF",0.3146,0.10376,0.108204657168249,0.0595814206026813,"Naive",3
"quantRF",0.3204,0.10172,0.0820441853429597,0.193563662924594,"Naive",3
"quantRF",0.3146,0.10484,0.236870390507489,0.181282404205538,"Naive",3
"quantRF",0.3176,0.09824,0.0316334779483133,0.145968123166089,"Naive",3
